epoch,acc,loss,val_acc,val_loss
0,0.6300716,0.6262369682225521,0.7873015999794006,0.4602353870868683
1,0.8011138,0.4213454949068663,0.8666666746139526,0.3552362220627921
2,0.85202867,0.3371368970250742,0.8603174686431885,0.2866218424032605
3,0.86634845,0.30793874917660047,0.8476190567016602,0.29653143457004
4,0.8711217,0.26943295248083965,0.8444444537162781,0.26859919599124366
5,0.88544154,0.23779460178449596,0.8920634984970093,0.26428471330612424
6,0.8750994,0.24833486153904938,0.9047619104385376,0.26458741804910085
7,0.893397,0.22611279013902305,0.8888888955116272,0.2576889185678391
8,0.8870326,0.22799184188163746,0.8761904835700989,0.2541728558994475
9,0.884646,0.22346085423785916,0.8920634984970093,0.229547390389064
10,0.89817023,0.20372471957806093,0.8920634984970093,0.24519831273290846
11,0.8989658,0.204069282874382,0.8920634984970093,0.22980252239439222
12,0.8997613,0.20056921547143916,0.8920634984970093,0.23256690672465732
13,0.8918059,0.21372356480943275,0.8920634984970093,0.22492104513304575
14,0.90373904,0.18853826377490446,0.8920634984970093,0.22702427828122698
15,0.9013524,0.1929690205894393,0.8920634984970093,0.21257641996656146
16,0.90055686,0.19632969794286653,0.8920634984970093,0.22779127671605065
17,0.90692127,0.1905373424149356,0.8571428656578064,0.22225679272697085
18,0.9077168,0.1842977933544153,0.8571428656578064,0.21286173089156074
19,0.90692127,0.18681502715642243,0.8920634984970093,0.21611280270985195
20,0.91408116,0.17266954173383584,0.879365086555481,0.21545540118028247
21,0.9132856,0.185698021923443,0.879365086555481,0.21770147345368823
22,0.9053301,0.1774299886602206,0.8920634984970093,0.21185349207075815
23,0.91567224,0.17641025180606112,0.8920634984970093,0.21278192855062938
24,0.91249007,0.1755031541215112,0.8920634984970093,0.22794508224441892
25,0.89817023,0.17959347099373998,0.879365086555481,0.21584569537450396
26,0.91567224,0.17688957379512968,0.879365086555481,0.2107874486181471
27,0.9061257,0.17472333044359015,0.8920634984970093,0.2141264586694657
28,0.9148767,0.17377182906500954,0.8444444537162781,0.21379341133057125
29,0.9116945,0.1702929596841193,0.8571428656578064,0.21952602754509637
30,0.91408116,0.1656651453025396,0.8920634984970093,0.20008416582667637
31,0.910899,0.17339187197819908,0.9047619104385376,0.208904923664199
32,0.91249007,0.16513515573792165,0.9047619104385376,0.20615713303051297
33,0.9244232,0.1624735773747747,0.8920634984970093,0.1975429575121592
34,0.91249007,0.17085549751016577,0.8984127044677734,0.1976012650936369
35,0.90214795,0.18260333954386987,0.9047619104385376,0.22328017533771574
36,0.9077168,0.17448751336777124,0.9174603223800659,0.1899443234716143
37,0.90851235,0.16987988023219264,0.9174603223800659,0.18308928287218487
38,0.9116945,0.1585698425295624,0.9047619104385376,0.18453321972536663
39,0.9220366,0.16124043834759494,0.9111111164093018,0.17398000884623754
40,0.9188544,0.15531468391418457,0.9047619104385376,0.17137868385466318
41,0.9188544,0.1548939421358048,0.9079365134239197,0.1725922791257737
42,0.91249007,0.15211321296157018,0.9079365134239197,0.17018300105655004
43,0.9276054,0.14636064105642724,0.920634925365448,0.16683492381421347
44,0.9180589,0.1511208193470015,0.9079365134239197,0.17535122959386734
45,0.9148767,0.1612524911761284,0.9111111164093018,0.16905359843420603
46,0.91249007,0.1627512955437981,0.8984127044677734,0.17709667777258253
47,0.9244232,0.1453574902497309,0.920634925365448,0.17004246110953983
48,0.92521876,0.13936899397329575,0.920634925365448,0.17124024951268757
49,0.92124104,0.14483881650482175,0.920634925365448,0.1651709909476931
