epoch,acc,loss,val_acc,val_loss
0,0.5224359,0.7005662714314257,0.5,0.7086007299586239
1,0.4764957,0.729384022900182,0.5897436141967773,0.686392786156418
2,0.54594016,0.6896256157475659,0.6196581125259399,0.6774718756349678
3,0.55662394,0.679040861944867,0.5982906222343445,0.6625344498544676
4,0.6217949,0.6509225633409288,0.5982906222343445,0.6447975340052547
5,0.62286323,0.6405497891271216,0.7008547186851501,0.5880148166265243
6,0.6720086,0.5937546496717339,0.7564102411270142,0.5201358285724608
7,0.7061966,0.548040203559093,0.747863233089447,0.49654457966486615
8,0.7136752,0.554657435315287,0.7393162250518799,0.4891707362272801
9,0.7393162,0.5169650295860747,0.747863233089447,0.48149150711858374
10,0.7831197,0.46492667024971074,0.7735042572021484,0.4228993267075628
11,0.79273504,0.4460650832734556,0.7991452813148499,0.38859047645177597
12,0.79594016,0.4064126977553734,0.7863247990608215,0.3956645676213452
13,0.8301282,0.3822118112674126,0.8290598392486572,0.33518781697648203
14,0.82905984,0.35334800604062205,0.8290598392486572,0.3258540915627765
15,0.8215812,0.35089404766376203,0.8162392973899841,0.3304506652375572
16,0.83226496,0.34321389595667523,0.8418803215026855,0.29282325939235526
17,0.8354701,0.3222671901313668,0.8717948794364929,0.2871468665762844
18,0.84615386,0.30951951966326463,0.8418803215026855,0.3063086166850522
19,0.84508544,0.32441466664656615,0.8547008633613586,0.2738461142931229
20,0.86217946,0.2811288474461971,0.8504273295402527,0.26953331756795573
21,0.8504273,0.2916821350908687,0.8717948794364929,0.24846771894357142
22,0.8867521,0.2612565112674338,0.9017093777656555,0.23498432096253094
23,0.87606835,0.24769725491348496,0.9230769276618958,0.23145655383411637
24,0.8995727,0.23708238866594103,0.8717948794364929,0.23434367852333265
25,0.8782051,0.2556974990372984,0.9059829115867615,0.22973099274513048
26,0.8782051,0.24201742438679066,0.8803418874740601,0.21330229823405927
27,0.8867521,0.23485370056751448,0.8760683536529541,0.20878893009617797
28,0.89636755,0.21742087042229807,0.9102563858032227,0.20518025921450722
29,0.9059829,0.19409026141859528,0.9230769276618958,0.1994122620831188
30,0.8942308,0.21179874687113315,0.9188033938407898,0.19073951575491163
31,0.8995727,0.1964230414511811,0.8717948794364929,0.20036573618905157
32,0.90384614,0.210345349378056,0.9017093777656555,0.19148131338959065
33,0.900641,0.2011581980265104,0.9145299196243286,0.18555138088189638
34,0.89529914,0.215927641488548,0.8760683536529541,0.18171965808440477
35,0.91346157,0.19039301765270722,0.9316239356994629,0.16821087527478862
36,0.9145299,0.1845236125155392,0.9230769276618958,0.17612564894888136
37,0.900641,0.19516110114562205,0.9230769276618958,0.16701126009480566
38,0.9198718,0.17816025553605494,0.9230769276618958,0.165188118433341
39,0.90918803,0.20276415882966456,0.9059829115867615,0.17485001670499134
40,0.8974359,0.21370992242780507,0.9059829115867615,0.18139235344198015
41,0.91773504,0.1724112563663059,0.9188033938407898,0.17844063132746607
42,0.9081197,0.16884120254435092,0.9145299196243286,0.16811412152571556
43,0.9166667,0.1664194748697118,0.9316239356994629,0.15775120589468214
44,0.9188034,0.1705064579971835,0.9188033938407898,0.16193940051091024
45,0.90918803,0.18412417096969408,0.9145299196243286,0.1637449095137099
46,0.9273504,0.15713973827341682,0.9188033938407898,0.16168211489661127
47,0.9241453,0.14300951667321035,0.9102563858032227,0.14656185250506443
48,0.9220086,0.15461298485851696,0.9102563858032227,0.1575613263835255
49,0.9230769,0.1511365705066257,0.9059829115867615,0.15929610428647098
