epoch,acc,loss,val_acc,val_loss
0,0.6327044,0.6287259304298545,0.7248743772506714,0.5385586340822767
1,0.6927673,0.5658529214888999,0.7236180901527405,0.5161749205397601
2,0.7399371,0.5095625752922874,0.7638190984725952,0.4674672196857893
3,0.76855344,0.4782395181415966,0.7776381969451904,0.43868468679375383
4,0.7767296,0.4543391931356874,0.7826633453369141,0.4234829802608969
5,0.8,0.4190484843913864,0.7964823842048645,0.425551992864465
6,0.8034591,0.41111602404582426,0.7952261567115784,0.39426790739423667
7,0.8113208,0.39684093189689346,0.8015075325965881,0.3763743504207937
8,0.8216981,0.3733739784303701,0.839195966720581,0.3792003011284162
9,0.8191824,0.36309829080629646,0.8165829181671143,0.3490864815723956
10,0.8210692,0.35449380012428233,0.8216080665588379,0.35749633063623054
11,0.831761,0.3454234960693983,0.839195966720581,0.3210193724488493
12,0.83710694,0.3352070009933328,0.8479899764060974,0.3272001975445292
13,0.8427673,0.3231830520262508,0.8329145908355713,0.33695500834503367
14,0.8493711,0.31383290155878607,0.8442211151123047,0.33179493031310076
15,0.8481132,0.31248752212374464,0.8454774022102356,0.32226438303688665
16,0.8474843,0.3187458525663652,0.8366833925247192,0.3283001897323072
17,0.8459119,0.30607159945574947,0.8379396796226501,0.33075581019248196
18,0.8506289,0.30151829773899896,0.8492462038993835,0.33015871811751746
19,0.85408807,0.29376324336483794,0.8517587780952454,0.3143922316668621
20,0.85440254,0.29828877229735534,0.8417085409164429,0.35198994961815266
21,0.85471696,0.29063992387843585,0.8454774022102356,0.3086781089928881
22,0.8562893,0.29442352112734094,0.8517587780952454,0.32932931289600964
23,0.8600629,0.28971477662617307,0.8517587780952454,0.326167000298524
24,0.8591195,0.2842060836231184,0.8454774022102356,0.34549554463606985
25,0.8597484,0.27451880892867564,0.8555276393890381,0.3433586402454568
26,0.8600629,0.28065395381465646,0.8505024909973145,0.33060310144520283
27,0.8603774,0.2855310055444825,0.8467336893081665,0.33114485090701423
28,0.8509434,0.2852999344749271,0.8479899764060974,0.3360333869505168
29,0.85880506,0.28093057361038976,0.8592965006828308,0.3057767539168123
30,0.8556604,0.2873192146139325,0.8517587780952454,0.30525584406589146
31,0.86572325,0.27572463199777425,0.8442211151123047,0.31898815577952705
32,0.86226416,0.26991507440992873,0.8555276393890381,0.3104263806163366
33,0.8600629,0.27529779938781784,0.8517587780952454,0.3432771132219976
34,0.8644654,0.2679953981495503,0.8530150651931763,0.35442696968514714
35,0.86415094,0.2637376992582525,0.8580402135848999,0.32240236134984385
36,0.86509436,0.2671790228887174,0.8530150651931763,0.31845492828431443
37,0.86509436,0.26373279814450246,0.8454774022102356,0.325446844400473
38,0.8654088,0.27491817232572807,0.8492462038993835,0.3339366656751489
39,0.8660377,0.26801854583827206,0.8479899764060974,0.3210153172363588
40,0.8663522,0.26395303882517906,0.8417085409164429,0.3153771139569019
41,0.8701258,0.2603557387612901,0.8517587780952454,0.2968272640177952
42,0.87484276,0.2593362395493489,0.8517587780952454,0.3102483509772986
43,0.86855346,0.2555175775252048,0.8505024909973145,0.30364748985324075
44,0.8660377,0.2606119283152826,0.856783926486969,0.2981213525911072
45,0.87169814,0.269580650929385,0.8530150651931763,0.29930614346834883
46,0.86698115,0.26562710291934466,0.856783926486969,0.3468743378493055
47,0.8710692,0.25362360949786206,0.8530150651931763,0.34812055760292554
48,0.8654088,0.2590527773653186,0.8492462038993835,0.3333410765956994
49,0.8707547,0.26121694623674235,0.8542713522911072,0.3337037548347933
